T,Cp,Field
K,,T
1.79983,388.75329,8.19976
1.81693,380.35537,8.19976
1.83403,372.18877,8.19976
1.85113,364.25167,8.19976
0.77856,1010.6197,8.39987
0.79512,1055.891,8.39987
0.81169,1103.129,8.39987
0.82825,1152.2805,8.39987
0.84481,1202.3853,8.39987
0.86137,1255.0661,8.39987
0.87794,1315.4743,8.39987
0.8945,1368.426,8.39987
0.91106,1438.794,8.39987
0.92763,1522.0012,8.39987
0.94419,1631.7689,8.39987
0.96075,1760.2036,8.39987
0.97731,1905.1885,8.39987
0.99388,2067.8316,8.39987
1.01044,2133.9658,8.39987
1.027,2184.593,8.39987
1.04356,2145.7661,8.39987
1.06013,2067.2592,8.39987
1.07669,1963.951,8.39987
1.09325,1854.8515,8.39987
1.10982,1736.155,8.39987
1.12638,1627.768,8.39987
1.14294,1522.0493,8.39987
1.1595,1418.6155,8.39987
1.17607,1327.9491,8.39987
1.19263,1248.15,8.39987
1.20919,1173.6823,8.39987
1.22575,1107.2,8.39987
1.24232,1048.3682,8.39987
1.25888,995.1973,8.39987
1.27544,948.28585,8.39987
1.292,905.01976,8.39987
1.30857,864.76601,8.39987
1.32513,828.71391,8.39987
1.34169,795.34628,8.39987
1.35826,764.47094,8.39987
1.37482,736.51831,8.39987
1.39138,710.36238,8.39987
1.40794,685.86759,8.39987
1.42451,663.2071,8.39987
1.44107,641.78526,8.39987
1.45763,621.54694,8.39987
1.47419,602.86215,8.39987
1.49076,585.16047,8.39987
1.50732,568.32389,8.39987
1.52388,552.43781,8.39987
1.54045,537.32421,8.39987
1.55701,522.87841,8.39987
1.57357,509.16179,8.39987
1.59013,496.08963,8.39987
1.6067,483.27888,8.39987
1.62326,471.00582,8.39987
1.63982,459.27165,8.39987
1.65638,447.97731,8.39987
1.67295,437.1862,8.39987
1.68951,427.04433,8.39987
1.70607,417.23907,8.39987
1.72263,407.78945,8.39987
1.7392,398.86348,8.39987
1.75576,390.20165,8.39987
1.77232,381.78014,8.39987
1.78889,373.51786,8.39987
1.80545,365.48583,8.39987
1.82201,357.65031,8.39987
1.83857,349.90092,8.39987
1.85514,342.3578,8.39987
0.81631,948.80556,8.59982
0.83222,989.48446,8.59982
0.84813,1032.6419,8.59982
0.86404,1080.1828,8.59982
0.87995,1132.8556,8.59982
0.89587,1192.3739,8.59982
0.91178,1270.8691,8.59982
0.92769,1345.4107,8.59982
0.9436,1435.7336,8.59982
0.95951,1543.8814,8.59982
0.97542,1664.1251,8.59982
0.99133,1772.9473,8.59982
1.00724,1861.3781,8.59982
1.02315,1930.2735,8.59982
1.03907,1926.1285,8.59982
1.05498,1873.7658,8.59982
1.07089,1813.7024,8.59982
1.0868,1713.4776,8.59982
1.10271,1623.3296,8.59982
1.11862,1530.7802,8.59982
1.13453,1434.6386,8.59982
1.15044,1348.4087,8.59982
1.16635,1269.3493,8.59982
1.18227,1195.8411,8.59982
1.19818,1126.3128,8.59982
1.21409,1064.6053,8.59982
1.23,1009.0311,8.59982
1.24591,959.77255,8.59982
1.26182,915.41932,8.59982
1.27773,873.46445,8.59982
1.29364,835.48375,8.59982
1.30955,801.06535,8.59982
1.32547,769.1809,8.59982
1.34138,739.71995,8.59982
1.35729,713.05145,8.59982
1.3732,688.07474,8.59982
1.38911,664.62785,8.59982
1.40502,642.83704,8.59982
1.42093,622.50765,8.59982
1.43684,603.27891,8.59982
1.45275,585.13527,8.59982
1.46867,568.34935,8.59982
1.48458,552.36623,8.59982
1.50049,537.12548,8.59982
1.5164,522.6903,8.59982
1.53231,508.98043,8.59982
1.54822,495.84603,8.59982
1.56413,483.24799,8.59982
1.58004,471.16106,8.59982
1.59595,459.42486,8.59982
1.61187,448.13609,8.59982
1.62778,437.33629,8.59982
1.64369,427.09999,8.59982
1.6596,417.21444,8.59982
1.67551,407.659,8.59982
1.69142,398.53683,8.59982
1.70733,389.75574,8.59982
1.72324,381.23966,8.59982
1.73915,373.01013,8.59982
1.75507,365.27439,8.59982
1.77098,357.74465,8.59982
1.78689,350.41062,8.59982
1.8028,343.20536,8.59982
1.81871,336.15174,8.59982
1.83462,329.27172,8.59982
1.85053,322.56115,8.59982
